Model,Manufacturer,Architecture,Foundry,ReleaseDate,TransistorCount_B,TDP_W,ProcessSize_nm,DieSize_mm2,TFLOPS,MemoryBandwidth_GBs,BaseClock_MHz,BoostClock_MHz,TransistorDensity_M_mm2,MemorySize_GB,MemoryType,ShadingUnits
GA107,NVIDIA,Ampere,Samsung,2022-07-06,8.7,45,8,200.0,6.18,224.0,652.0,1207.0,43.5,4.0,GDDR6,2560
GA107,NVIDIA,Ampere,Samsung,2022-07-06,8.7,75,8,200.0,7.639,168.0,1237.0,1492.0,43.5,6.0,GDDR6,2560
GA106,NVIDIA,Ampere,Samsung,2022-01-04,12.0,130,8,276.0,8.087,224.0,1515.0,1755.0,43.5,8.0,GDDR6,2304
GA106,NVIDIA,Ampere,Samsung,2022-10-12,12.0,170,8,276.0,12.74,240.0,1320.0,1777.0,43.5,8.0,GDDR6,3584
GA104,NVIDIA,Ampere,Samsung,2022-10-01,17.4,195,8,392.0,12.74,240.0,1320.0,1777.0,44.4,8.0,GDDR6,3584
GA103,NVIDIA,Ampere,Samsung,2022-02-23,22.0,200,8,496.0,16.2,448.0,1410.0,1665.0,44.4,8.0,GDDR6,4864
GA104,NVIDIA,Ampere,Samsung,2022-10-19,17.4,225,8,392.0,16.2,608.3,1410.0,1665.0,44.4,8.0,GDDR6X,4864
GA102,NVIDIA,Ampere,Samsung,2022-10-21,28.3,290,8,628.0,21.75,608.3,1575.0,1770.0,45.1,8.0,GDDR6X,6144
GA104,NVIDIA,Ampere,Samsung,2022-01-04,17.4,80,8,392.0,12.19,384.0,510.0,1035.0,44.4,8.0,GDDR6,5888
GA104,NVIDIA,Ampere,Samsung,2022-01-04,17.4,115,8,392.0,16.600000000000005,448.0,915.0,1410.0,44.4,8.0,GDDR6,5888
GA104,NVIDIA,Ampere,Samsung,2022-11-01,17.4,220,8,392.0,16.600000000000005,448.0,915.0,1410.0,44.4,8.0,GDDR6,5888
GA102,NVIDIA,Ampere,Samsung,2022-01-11,28.3,350,8,628.0,30.64,912.4,1260.0,1710.0,45.1,12.0,GDDR6X,8960
GA102,NVIDIA,Ampere,Samsung,2022-01-01,28.3,350,8,628.0,34.1,760.3,1335.0,1665.0,45.1,20.0,GDDR6X,10240
GA103,NVIDIA,Ampere,Samsung,2022-01-25,22.0,80,8,496.0,16.7,384.0,585.0,1125.0,44.4,16.0,GDDR6,7424
GA103,NVIDIA,Ampere,Samsung,2022-01-25,22.0,115,8,496.0,18.71,512.0,810.0,1260.0,44.4,16.0,GDDR6,7424
GA102,NVIDIA,Ampere,Samsung,2022-01-27,28.3,450,8,628.0,40.0,1010.0,1560.0,1860.0,45.1,24.0,GDDR6X,10752
AD103,NVIDIA,Ada Lovelace,TSMC,2022-09-20,45.9,320,5,379.0,48.74,716.8,2205.0,2505.0,121.1,16.0,GDDR6X,9728
AD102,NVIDIA,Ada Lovelace,TSMC,2022-09-20,76.3,450,5,609.0,82.58,1010.0,2235.0,2520.0,125.3,24.0,GDDR6X,16384
GH100,NVIDIA,Hopper,TSMC,2022-10-01,80.0,350,5,814.0,51.22,2040.0,1095.0,1755.0,98.3,80.0,HBM2e,14592
GH100,NVIDIA,Hopper,TSMC,2022-10-01,80.0,700,5,814.0,66.91,3360.0,1590.0,1980.0,98.3,80.0,HBM3,16896
AD102,NVIDIA,Ada Lovelace,TSMC,2022-10-13,76.3,300,5,609.0,90.52,864.0,735.0,2490.0,125.3,48.0,GDDR6,18176
AD102,NVIDIA,Ada Lovelace,TSMC,2022-10-13,76.3,300,5,609.0,89.97,864.0,1005.0,2475.0,125.3,24.0,GDDR6,18176
AD102,NVIDIA,Ada Lovelace,TSMC,2022-10-13,76.3,300,5,609.0,89.97,864.0,1005.0,2475.0,125.3,24.0,GDDR6,18176
AD102,NVIDIA,Ada Lovelace,TSMC,2022-10-13,76.3,300,5,609.0,91.61,864.0,1110.0,2520.0,125.3,48.0,GDDR6,18176
AD102,NVIDIA,Ada Lovelace,TSMC,2022-12-03,76.3,300,5,609.0,91.06,960.0,915.0,2505.0,125.3,48.0,GDDR6,18176
GA107S,NVIDIA,Ampere,Samsung,2022-03-30,8.7,35,8,200.0,4.669,224.0,630.0,1140.0,43.5,4.0,GDDR6,2048
GA107,NVIDIA,Ampere,Samsung,2022-03-30,8.7,60,8,200.0,4.669,176.0,630.0,1140.0,43.5,4.0,GDDR6,2048
GA107,NVIDIA,Ampere,Samsung,2022-03-30,8.7,60,8,200.0,5.837,132.0,652.0,1140.0,43.5,6.0,GDDR6,2560
GA107,NVIDIA,Ampere,Samsung,2022-03-30,8.7,35,8,200.0,6.026,192.0,607.0,1177.0,43.5,4.0,GDDR6,2560
GA104,NVIDIA,Ampere,Samsung,2022-03-30,17.4,80,8,392.0,14.31,384.0,510.0,1215.0,44.4,16.0,GDDR6,5888
GA104,NVIDIA,Ampere,Samsung,2022-03-22,17.4,80,8,392.0,14.31,448.0,510.0,1215.0,44.4,16.0,GDDR6,5888
GA104,NVIDIA,Ampere,Samsung,2022-03-22,17.4,140,8,392.0,17.66,512.0,930.0,1500.0,44.4,16.0,GDDR6,5888
GA107S,NVIDIA,Ampere,Samsung,2022-03-30,8.7,20,8,200.0,5.468,96.0,435.0,1335.0,43.5,4.0,GDDR6,2048
GA107S,NVIDIA,Ampere,Samsung,2022-03-22,8.7,30,8,200.0,6.296,96.0,832.0,1537.0,43.5,4.0,GDDR6,2048
GA102,NVIDIA,Ampere,Samsung,2022-03-22,28.3,230,8,628.0,34.1,768.0,1080.0,1665.0,45.1,24.0,GDDR6,10240
GA103,NVIDIA,Ampere,Samsung,2022-03-22,22.0,80,8,496.0,18.71,448.0,585.0,1260.0,44.4,16.0,GDDR6,7424
GA103,NVIDIA,Ampere,Samsung,2022-03-22,22.0,165,8,496.0,22.27,512.0,975.0,1500.0,44.4,16.0,GDDR6,7424
TU117,NVIDIA,Turing,TSMC,2022-05-01,4.7,23,12,200.0,3.41,96.0,1065.0,1665.0,23.5,4.0,GDDR6,1024
Dragon Range,AMD,RDNA 2.0,TSMC,2023-01-03,,15,5,264.0,0.5632,,400.0,2200.0,,,System Shared,128
Rembrandt+,AMD,RDNA 2.0,TSMC,2023-01-03,13.1,40,6,208.0,1.4592,,1500.0,1900.0,63.0,,System Shared,384
Rembrandt+,AMD,RDNA 2.0,TSMC,2023-01-03,13.1,50,6,208.0,3.379,,2000.0,2200.0,63.0,,System Shared,768
Raphael,AMD,RDNA 2.0,TSMC,2022-09-27,3.4,15,5,264.0,0.5632,,400.0,2200.0,12.9,,System Shared,128
Navi 24,AMD,RDNA 2.0,TSMC,2022-01-19,5.4,25,6,107.0,3.133,64.0,1512.0,2040.0,50.5,2.0,GDDR6,768
Navi 24,AMD,RDNA 2.0,TSMC,2022-01-19,5.4,25,6,107.0,3.133,64.0,1512.0,2040.0,50.5,2.0,GDDR6,768
Navi 24,AMD,RDNA 2.0,TSMC,2022-01-19,5.4,50,6,107.0,3.565,128.0,2039.0,2321.0,50.5,4.0,GDDR6,768
Navi 24,AMD,RDNA 2.0,TSMC,2022-01-19,5.4,53,6,107.0,3.565,128.0,1923.0,2321.0,50.5,4.0,GDDR6,768
Navi 24,AMD,RDNA 2.0,TSMC,2022-01-19,5.4,107,6,107.0,5.765,143.9,2310.0,2815.0,50.5,4.0,GDDR6,1024
Navi 24,AMD,RDNA 2.0,TSMC,2022-01-04,5.4,50,6,107.0,4.915,144.0,2000.0,2400.0,50.5,4.0,GDDR6,1024
Navi 23,AMD,RDNA 2.0,TSMC,2022-01-04,11.06,80,7,237.0,7.168,224.0,1700.0,2000.0,46.7,4.0,GDDR6,1792
Navi 23,AMD,RDNA 2.0,TSMC,2022-05-10,11.06,176,7,237.0,10.79,280.3,2055.0,2635.0,46.7,8.0,GDDR6,2048
Navi 23,AMD,RDNA 2.0,TSMC,2022-01-04,11.06,120,7,237.0,8.659000000000002,224.0,2068.0,2416.0,46.7,8.0,GDDR6,1792
Navi 23,AMD,RDNA 2.0,TSMC,2022-01-04,11.06,120,7,237.0,9.896,256.0,2068.0,2416.0,46.7,8.0,GDDR6,2048
Navi 23,AMD,RDNA 2.0,TSMC,2022-01-04,11.06,80,7,237.0,7.168,224.0,1700.0,2000.0,46.7,8.0,GDDR6,1792
Navi 22,AMD,RDNA 2.0,TSMC,2022-03-03,17.2,250,7,335.0,13.31,432.0,2150.0,2600.0,51.3,12.0,GDDR6,2560
Navi 23,AMD,RDNA 2.0,TSMC,2022-01-04,11.06,100,7,237.0,8.602,256.0,1800.0,2100.0,46.7,8.0,GDDR6,2048
Navi 22,AMD,RDNA 2.0,TSMC,2022-01-04,17.2,165,7,335.0,13.21,432.0,2321.0,2581.0,51.3,12.0,GDDR6,2560
Navi 21,AMD,RDNA 2.0,TSMC,2022-05-10,26.8,335,7,520.0,23.65,576.0,1860.0,2310.0,51.5,16.0,GDDR6,5120
Navi 31,AMD,RDNA 3.0,TSMC,2022-11-03,57.7,300,5,529.0,51.48,800.0,1387.0,2394.0,109.1,20.0,GDDR6,5376
Navi 31,AMD,RDNA 3.0,TSMC,2022-11-03,57.7,355,5,529.0,61.39,960.0,1929.0,2498.0,109.1,24.0,GDDR6,6144
Van Gogh,AMD,RDNA 2.0,TSMC,2022-02-25,2.4,15,7,163.0,1.638,176.0,1000.0,1600.0,14.7,16.0,LPDDR5,512
DG2-128,Intel,Xe-HPG,TSMC,2022-10-12,7.2,30,6,157.0,2.688,124.0,1750.0,1750.0,45.9,4.0,GDDR6,768
DG2-128,Intel,Xe-HPG,TSMC,2022-01-01,7.2,25,6,157.0,3.072,124.0,2000.0,2000.0,45.9,4.0,GDDR6,768
DG2-128,Intel,Xe-HPG,TSMC,2022-03-30,7.2,25,6,157.0,3.379,112.0,1150.0,2200.0,45.9,4.0,GDDR6,768
DG2-128,Intel,Xe-HPG,TSMC,2022-03-30,7.2,35,6,157.0,4.198000000000001,112.0,1550.0,2050.0,45.9,4.0,GDDR6,1024
DG2-128,Intel,Xe-HPG,TSMC,2022-06-14,7.2,75,6,157.0,4.198000000000001,186.0,2000.0,2050.0,45.9,6.0,GDDR6,1024
DG2-512,Intel,Xe-HPG,TSMC,2022-01-01,21.7,60,6,406.0,8.397,224.0,900.0,2050.0,53.4,8.0,GDDR6,2048
DG2-512,Intel,Xe-HPG,TSMC,2022-01-01,21.7,80,6,406.0,12.6,336.0,1100.0,2050.0,53.4,12.0,GDDR6,3072
DG2-512,Intel,Xe-HPG,TSMC,2022-10-12,21.7,225,6,406.0,17.2,512.0,2050.0,2400.0,53.4,8.0,GDDR6,3584
DG2-512,Intel,Xe-HPG,TSMC,2022-10-12,21.7,225,6,406.0,19.66,512.0,2100.0,2400.0,53.4,16.0,GDDR6,4096
DG2-512,Intel,Xe-HPG,TSMC,2022-01-01,21.7,120,6,406.0,16.79,512.0,1650.0,2050.0,53.4,16.0,GDDR6,4096
DG2-128,Intel,Xe-HPG,TSMC,2022-08-08,7.2,50,6,157.0,4.096,128.0,1500.0,2000.0,45.9,4.0,GDDR6,1024
DG2-128,Intel,Xe-HPG,TSMC,2022-08-08,7.2,50,6,157.0,3.482,192.0,1500.0,1700.0,45.9,6.0,GDDR6,1024
DG2-128,Intel,Xe-HPG,TSMC,2022-08-08,7.2,75,6,157.0,4.813,192.0,2000.0,2350.0,45.9,6.0,GDDR6,1024
Arctic Sound,Intel,Generation 12.5,Intel,2022-01-01,8.0,500,10,190.0,14.75,1230.0,900.0,900.0,42.1,16.0,HBM2e,8192
DG2-128,Intel,Xe-HPG,TSMC,2022-08-24,7.2,75,6,157.0,3.994,186.0,1600.0,1950.0,45.9,6.0,GDDR6,1024
DG2-512,Intel,Xe-HPG,TSMC,2022-08-24,21.7,150,6,406.0,16.79,512.0,1950.0,2050.0,53.4,16.0,GDDR6,4096
Raptor Lake,Intel,Generation 12.2,Intel,2023-01-04,,15,10,,1.856,,300.0,1450.0,,,System Shared,640
Raptor Lake,Intel,Generation 12.2,Intel,2023-01-04,,15,10,,1.997,,300.0,1300.0,,,System Shared,768
Alder Lake,Intel,Generation 12.2,Intel,2022-01-04,,45,10,,0.8832000000000001,,300.0,1150.0,,,System Shared,384
Raptor Lake,Intel,Generation 12.2,Intel,2023-01-04,,15,10,,1.28,,300.0,1250.0,,,System Shared,512
Alder Lake,Intel,Generation 12.2,Intel,2022-01-04,,15,10,,0.3328,,300.0,1300.0,,,System Shared,128
Raptor Lake,Intel,Generation 12.2,Intel,2023-01-04,,15,10,,0.8192,,300.0,1600.0,,,System Shared,256
AD107,NVIDIA,Ada Lovelace,TSMC,2023-01-03,18.9,35,5,159.0,8.218,192.0,1140.0,1605.0,118.9,6.0,GDDR6,2560
AD107,NVIDIA,Ada Lovelace,TSMC,2023-01-03,18.9,50,5,159.0,8.986,192.0,1455.0,1755.0,118.9,6.0,GDDR6,2560
AD107,NVIDIA,Ada Lovelace,TSMC,2023-05-18,18.9,115,5,159.0,15.11,272.0,1830.0,2460.0,118.9,8.0,GDDR6,3072
AD107,NVIDIA,Ada Lovelace,TSMC,2023-01-03,18.9,35,5,159.0,9.032,256.0,1140.0,1470.0,118.9,8.0,GDDR6,3072
AD107,NVIDIA,Ada Lovelace,TSMC,2023-01-03,18.9,115,5,159.0,11.61,256.0,1545.0,1890.0,118.9,8.0,GDDR6,3072
AD106,NVIDIA,Ada Lovelace,TSMC,2023-05-18,22.9,165,5,188.0,22.06,288.0,2310.0,2535.0,121.8,16.0,GDDR6,4352
AD106,NVIDIA,Ada Lovelace,TSMC,2023-05-18,22.9,160,5,188.0,22.06,288.0,2310.0,2535.0,121.8,8.0,GDDR6,4352
AD104,NVIDIA,Ada Lovelace,TSMC,2023-04-12,35.8,200,5,294.0,29.15,504.2,1920.0,2475.0,121.8,12.0,GDDR6X,5888
AD106,NVIDIA,Ada Lovelace,TSMC,2023-01-03,22.9,35,5,188.0,11.34,256.0,735.0,1230.0,121.8,8.0,GDDR6,4608
AD106,NVIDIA,Ada Lovelace,TSMC,2023-01-03,22.9,115,5,188.0,15.62,256.0,1395.0,1695.0,121.8,8.0,GDDR6,4608
AD104,NVIDIA,Ada Lovelace,TSMC,2023-01-03,35.8,285,5,294.0,40.09,504.2,2310.0,2610.0,121.8,12.0,GDDR6X,7680
AD104,NVIDIA,Ada Lovelace,TSMC,2023-01-03,35.8,60,5,294.0,20.04,432.0,795.0,1350.0,121.8,12.0,GDDR6,7424
AD104,NVIDIA,Ada Lovelace,TSMC,2023-01-03,35.8,110,5,294.0,24.72,432.0,1290.0,1665.0,121.8,12.0,GDDR6,7424
AD102,NVIDIA,Ada Lovelace,TSMC,2023-12-28,76.3,425,5,609.0,73.54,1010.0,2280.0,2520.0,125.3,24.0,GDDR6X,14592
AD103,NVIDIA,Ada Lovelace,TSMC,2023-01-03,45.9,80,5,379.0,28.31,576.0,930.0,1455.0,121.1,16.0,GDDR6,9728
AD103,NVIDIA,Ada Lovelace,TSMC,2023-01-03,45.9,120,5,379.0,32.97999999999999,576.0,1335.0,1695.0,121.1,16.0,GDDR6,9728
GH100,NVIDIA,Hopper,TSMC,2023-03-21,80.0,350,5,814.0,53.84,2040.0,690.0,1845.0,98.3,80.0,HBM2e,14592
GH100,NVIDIA,Hopper,TSMC,2023-03-21,80.0,400,5,814.0,60.32,3940.0,1080.0,1785.0,98.3,94.0,HBM3,16896
GH100,NVIDIA,Hopper,TSMC,2023-03-21,80.0,700,5,814.0,62.08,3360.0,1665.0,1837.0,98.3,96.0,HBM3,16896
GH100,NVIDIA,Hopper,TSMC,2023-03-21,80.0,700,5,814.0,66.91,2020.0,1665.0,1980.0,98.3,64.0,HBM3,16896
GH100,NVIDIA,Hopper,TSMC,2023-03-21,80.0,700,5,814.0,66.91,3360.0,1350.0,1980.0,98.3,94.0,HBM3,16896
GH100,NVIDIA,Hopper,TSMC,2023-03-21,80.0,700,5,814.0,66.91,3360.0,1350.0,1980.0,98.3,96.0,HBM3,16896
GH100,NVIDIA,Hopper,TSMC,2023-03-21,80.0,350,5,814.0,51.22,2040.0,1095.0,1755.0,98.3,80.0,HBM2e,14592
GH100,NVIDIA,Hopper,TSMC,2023-03-21,80.0,700,5,814.0,59.3,3360.0,1095.0,1755.0,98.3,80.0,HBM3,16896
GA10B,NVIDIA,Ampere,Samsung,2023-02-01,,40,8,200.0,3.333,204.8,930.0,930.0,,32.0,LPDDR5,1792
GA10B,NVIDIA,Ampere,Samsung,2023-03-01,,60,8,200.0,5.325,204.8,1300.0,1300.0,,64.0,LPDDR5,2048
GA10B,NVIDIA,Ampere,Samsung,2023-03-01,,10,8,200.0,0.64,34.11,625.0,625.0,,4.0,LPDDR5,512
GA10B,NVIDIA,Ampere,Samsung,2023-03-01,,15,8,200.0,1.28,68.22,625.0,625.0,,8.0,LPDDR5,1024
GA10B,NVIDIA,Ampere,Samsung,2023-02-01,,25,8,200.0,1.88,102.4,918.0,918.0,,16.0,LPDDR5,1024
GA10B,NVIDIA,Ampere,Samsung,2023-03-01,,20,8,200.0,1.567,102.4,765.0,765.0,,8.0,LPDDR5,1024
AD102,NVIDIA,Ada Lovelace,TSMC,2023-11-16,76.3,275,5,609.0,59.35,864.0,1440.0,2520.0,125.3,48.0,GDDR6,11776
AD104,NVIDIA,Ada Lovelace,TSMC,2023-03-21,35.8,72,5,294.0,30.29,300.1,795.0,2040.0,121.8,24.0,GDDR6,7424
AD107,NVIDIA,Ada Lovelace,TSMC,2023-03-21,18.9,50,5,159.0,12.35,256.0,1530.0,2010.0,118.9,8.0,GDDR6,3072
AD107,NVIDIA,Ada Lovelace,TSMC,2023-03-21,18.9,35,5,159.0,8.94,256.0,930.0,1455.0,118.9,8.0,GDDR6,3072
AD107,NVIDIA,Ada Lovelace,TSMC,2023-03-21,18.9,50,5,159.0,12.99,256.0,1635.0,2115.0,118.9,8.0,GDDR6,3072
AD106,NVIDIA,Ada Lovelace,TSMC,2023-03-21,22.9,115,5,188.0,15.62,256.0,1395.0,1695.0,121.8,8.0,GDDR6,4608
AD104,NVIDIA,Ada Lovelace,TSMC,2023-03-21,35.8,100,5,294.0,23.04,432.0,1725.0,2250.0,121.8,12.0,GDDR6,5120
AD104,NVIDIA,Ada Lovelace,TSMC,2023-03-21,35.8,100,5,294.0,15.82,432.0,1110.0,1545.0,121.8,12.0,GDDR6,5120
AD104,NVIDIA,Ada Lovelace,TSMC,2023-08-09,35.8,130,5,294.0,26.73,360.0,1500.0,2175.0,121.8,20.0,GDDR6,6144
AD104,NVIDIA,Ada Lovelace,TSMC,2023-03-21,35.8,110,5,294.0,24.72,432.0,1290.0,1665.0,121.8,12.0,GDDR6,7424
AD104,NVIDIA,Ada Lovelace,TSMC,2023-03-21,35.8,70,5,294.0,19.17,280.0,720.0,1560.0,121.8,20.0,GDDR6,6144
AD103,NVIDIA,Ada Lovelace,TSMC,2023-08-09,45.9,210,5,379.0,39.63,432.0,2070.0,2580.0,121.1,24.0,GDDR6,7680
AD102,NVIDIA,Ada Lovelace,TSMC,2023-08-09,76.3,250,5,609.0,65.28,576.0,1155.0,2550.0,125.3,32.0,GDDR6,12800
AD103,NVIDIA,Ada Lovelace,TSMC,2023-03-21,45.9,120,5,379.0,32.69,576.0,930.0,1680.0,121.1,16.0,GDDR6,9728
AD103,NVIDIA,Ada Lovelace,TSMC,2023-03-21,45.9,150,5,379.0,32.69,576.0,930.0,1680.0,121.1,16.0,GDDR6,9728
AD103,NVIDIA,Ada Lovelace,TSMC,2023-03-21,45.9,120,5,379.0,32.69,576.0,930.0,1680.0,121.1,16.0,GDDR6,9728
AD103,NVIDIA,Ada Lovelace,TSMC,2023-03-21,45.9,120,5,379.0,41.15,576.0,1425.0,2115.0,121.1,16.0,GDDR6,9728
Phoenix2,AMD,RDNA 3.0,TSMC,2024-01-31,20.9,45,4,137.0,2.867,,800.0,2800.0,152.6,,System Shared,256
Phoenix,AMD,RDNA 3.0,TSMC,2024-01-31,25.39,15,4,178.0,5.323,,800.0,2599.0,142.6,,System Shared,512
Phoenix,AMD,RDNA 3.0,TSMC,2024-01-31,25.39,15,4,178.0,8.909,,800.0,2900.0,142.6,,System Shared,768
Aqua Vanjaram,AMD,CDNA 3.0,TSMC,2023-01-04,153.0,600,5,1017.0,47.87,6550.0,1000.0,1700.0,150.4,128.0,HBM3,14080
Aqua Vanjaram,AMD,CDNA 3.0,TSMC,2023-12-06,153.0,750,5,1017.0,81.72,10300.0,1000.0,2100.0,150.4,192.0,HBM3,19456
Aqua Vanjaram,AMD,CDNA 3.0,TSMC,2023-12-06,153.0,750,5,1017.0,81.72,10300.0,1000.0,2100.0,150.4,192.0,HBM3,19456
Aqua Vanjaram,AMD,CDNA 3.0,TSMC,2023-12-06,153.0,750,5,1017.0,81.72,10300.0,1000.0,2100.0,150.4,192.0,HBM3,19456
Navi 33,AMD,RDNA 3.0,TSMC,2023-08-03,13.3,70,6,204.0,12.19,256.0,1500.0,1700.0,65.2,8.0,GDDR6,1792
Navi 33,AMD,RDNA 3.0,TSMC,2023-08-03,13.3,130,6,204.0,19.99,288.0,1720.0,2440.0,65.2,8.0,GDDR6,2048
Navi 32,AMD,RDNA 3.0,TSMC,2023-11-13,28.1,190,5,346.0,31.95,576.0,1900.0,2600.0,81.2,16.0,GDDR6,3072
Navi 31,AMD,RDNA 3.0,TSMC,2023-04-13,57.7,260,5,529.0,45.25,576.0,1895.0,2525.0,109.1,32.0,GDDR6,4480
Navi 31,AMD,RDNA 3.0,TSMC,2023-04-13,57.7,281,5,529.0,45.25,864.0,1895.0,2525.0,109.1,48.0,GDDR6,4480
Navi 31,AMD,RDNA 3.0,TSMC,2023-04-13,57.7,295,5,529.0,61.32,864.0,1855.0,2495.0,109.1,48.0,GDDR6,6144
Navi 24,AMD,RDNA 2.0,TSMC,2023-01-04,5.4,50,6,107.0,3.779,128.0,2000.0,2460.0,50.5,4.0,GDDR6,768
Navi 24,AMD,RDNA 2.0,TSMC,2023-01-04,5.4,80,6,107.0,5.816,144.0,2000.0,2840.0,50.5,4.0,GDDR6,1024
Navi 24,AMD,RDNA 2.0,TSMC,2023-01-04,5.4,50,6,107.0,4.915,128.0,2000.0,2400.0,50.5,4.0,GDDR6,1024
Navi 23,AMD,RDNA 2.0,TSMC,2023-12-08,11.06,132,7,237.0,8.942,224.0,1626.0,2495.0,46.7,8.0,GDDR6,1792
Navi 22,AMD,RDNA 2.0,TSMC,2023-10-17,17.2,170,7,335.0,11.29,320.0,1941.0,2450.0,51.3,10.0,GDDR6,2304
Navi 22,AMD,RDNA 2.0,TSMC,2023-10-17,17.2,250,7,335.0,13.21,432.0,2321.0,2581.0,51.3,12.0,GDDR6,2560
Navi 33,AMD,RDNA 3.0,TSMC,2023-05-24,13.3,165,6,204.0,21.75,288.0,1720.0,2655.0,65.2,8.0,GDDR6,2048
Navi 33,AMD,RDNA 3.0,TSMC,2023-01-04,13.3,90,6,204.0,17.27,256.0,1500.0,2410.0,65.2,8.0,GDDR6,1792
Navi 33,AMD,RDNA 3.0,TSMC,2023-01-04,13.3,120,6,204.0,20.23,288.0,1280.0,2469.0,65.2,8.0,GDDR6,2048
Navi 33,AMD,RDNA 3.0,TSMC,2023-01-04,13.3,75,6,204.0,15.77,256.0,1500.0,2200.0,65.2,8.0,GDDR6,1792
Navi 32,AMD,RDNA 3.0,TSMC,2023-08-25,28.1,245,5,346.0,35.17,432.0,1435.0,2544.0,81.2,12.0,GDDR6,3456
Navi 33,AMD,RDNA 3.0,TSMC,2023-01-04,13.3,100,6,204.0,20.48,288.0,1500.0,2500.0,65.2,8.0,GDDR6,2048
Navi 32,AMD,RDNA 3.0,TSMC,2023-08-25,28.1,263,5,346.0,37.32,624.1,1295.0,2430.0,81.2,16.0,GDDR6,3840
Navi 31,AMD,RDNA 3.0,TSMC,2023-07-27,57.7,260,5,529.0,45.98,576.0,1287.0,2245.0,109.1,16.0,GDDR6,5120
Navi 31,AMD,RDNA 3.0,TSMC,2023-10-19,57.7,180,5,529.0,38.52,576.0,1825.0,2090.0,109.1,16.0,GDDR6,4608
Phoenix,AMD,RDNA 3.0,TSMC,2023-06-13,25.39,30,4,178.0,8.294,51.2,800.0,2700.0,142.6,16.0,LPDDR5,768
Phoenix,AMD,RDNA 3.0,TSMC,2023-09-18,25.39,30,4,178.0,2.56,51.2,1500.0,2500.0,142.6,16.0,LPDDR5,256
Sephiroth,AMD,RDNA 2.0,TSMC,2023-11-09,2.4,15,6,131.0,1.638,176.0,1000.0,1600.0,18.3,16.0,LPDDR5,512
DG2-128,Intel,Xe-HPG,TSMC,2023-01-24,7.2,35,6,157.0,4.096,186.0,1550.0,2000.0,45.9,6.0,GDDR6,1024
DG2-256,Intel,Xe-HPG,TSMC,2023-08-01,11.5,65,6,269.0,3.994,224.0,900.0,1300.0,42.8,8.0,GDDR6,1536
DG2-256,Intel,Xe-HPG,TSMC,2023-08-01,11.5,75,6,269.0,5.325,224.0,900.0,1300.0,42.8,8.0,GDDR6,2048
DG2-512,Intel,Xe-HPG,TSMC,2023-10-10,21.7,175,6,406.0,12.29,512.0,1700.0,2000.0,53.4,8.0,GDDR6,3072
Meteor Lake,Intel,Xe-LPG,Intel,2023-12-14,,65,10,,3.942,,300.0,2200.0,,,System Shared,896
Meteor Lake,Intel,Xe-LPG,Intel,2023-12-14,,28,10,,4.608,,300.0,2250.0,,,System Shared,1024
Meteor Lake,Intel,Xe-LPG,Intel,2023-12-14,,28,10,,1.3824,,300.0,1800.0,,,System Shared,384
Meteor Lake,Intel,Xe-LPG,Intel,2023-12-14,,65,10,,1.792,,300.0,1750.0,,,System Shared,512
DG2-256,Intel,Xe-HPG,TSMC,2023-06-06,11.5,130,6,269.0,8.397,384.0,900.0,2050.0,42.8,12.0,GDDR6,2048
DG2-256,Intel,Xe-HPG,TSMC,2023-06-06,11.5,95,6,269.0,5.325,256.0,900.0,1300.0,42.8,8.0,GDDR6,2048
Ponte Vecchio,Intel,Generation 12.5,Intel,2023-01-10,100.0,300,10,1280.0,22.22,1230.0,1000.0,1550.0,78.1,48.0,HBM2e,7168
Ponte Vecchio,Intel,Generation 12.5,Intel,2023-01-10,100.0,450,10,1280.0,44.44,2460.0,750.0,1550.0,78.1,96.0,HBM2e,14336
Ponte Vecchio,Intel,Generation 12.5,Intel,2023-01-10,100.0,600,10,1280.0,52.43,3280.0,900.0,1600.0,78.1,128.0,HBM2e,16384
Ponte Vecchio,Intel,Generation 12.5,Intel,2023-01-10,100.0,2400,10,1280.0,52.43,3210.0,900.0,1600.0,78.1,128.0,HBM2e,16384
Raptor Lake,Intel,Generation 12.2,Intel,2023-01-04,,15,10,,0.3072,,300.0,1200.0,,,System Shared,128
GB100,NVIDIA,Blackwell,TSMC,2024-01-01,104.0,1000,5,,74.45,4099.999999999999,700.0,1965.0,,90.0,HBM3e,18944
GA107,NVIDIA,Ampere,Samsung,2024-02-02,8.7,70,8,200.0,6.774,168.0,1042.0,1470.0,43.5,6.0,GDDR6,2304
GA106,NVIDIA,Ampere,Samsung,2024-01-01,12.0,45,8,276.0,4.813,192.0,1065.0,1343.0,43.5,4.0,GDDR6,1792
GA107,NVIDIA,Ampere,Samsung,2024-04-16,8.7,50,8,200.0,2.706,96.0,1417.0,1762.0,43.5,4.0,GDDR6,768
AD106,NVIDIA,Ada Lovelace,TSMC,2024-04-01,22.9,115,5,188.0,15.11,272.0,1830.0,2460.0,121.8,8.0,GDDR6,3072
AD104,NVIDIA,Ada Lovelace,TSMC,2024-04-01,35.8,160,5,294.0,22.06,288.0,2310.0,2535.0,121.8,8.0,GDDR6,4352
AD103,NVIDIA,Ada Lovelace,TSMC,2024-03-01,45.9,200,5,379.0,29.15,504.2,1920.0,2475.0,121.1,12.0,GDDR6X,5888
